Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,MACD_Histogram,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Price_Change_1D,Price_Change_3D,Price_Change_7D,Momentum_3,Momentum_7,Volume_SMA_10,Volume_SMA_20,Volume_Ratio,True_Range,ATR,High_Low_Pct,Close_SMA_Ratio,Target
2023-10-30 00:00:00-04:00,167.3805285943209,169.50966778359705,167.23197451155576,168.63819885253906,51131000,0.0,0.0,30.39692193642358,-1.8081161348175954,-0.9874226638527646,-0.8206934709648308,170.7544738769531,173.21289291381837,175.10485961914063,170.68484916069735,172.49296529551495,180.97628962936926,173.21289291381837,165.44949619826747,0.0896399405951098,0.20536775145628516,0.012305255859154984,-0.004734141100098399,-0.029465526354590432,-0.802154541015625,-5.119873046875,57306980.0,53790320.0,0.9505613649444733,2.9213804300814274,3.087616472026521,0.6173896890528322,0.9735891827431378,1
2023-10-31 00:00:00-04:00,167.70733154956028,169.24228464861295,166.27138428536674,169.11355590820312,44846000,0.0,0.0,27.116224439432457,-1.7995269369958748,-1.1498435184813867,-0.6496834185144882,170.12266387939454,173.13218383789064,175.004443359375,170.4431117372367,172.24263867423258,181.0366442398126,173.13218383789064,165.22772343596867,0.0913112770450949,0.24579998346817047,0.0028187982254228583,0.023249016199573536,-0.012204940033235356,3.8423919677734375,-2.0895233154296875,56036640.0,53552890.0,0.8374151236282487,2.9709003632462156,3.14066828753182,0.9566701253255196,0.9767886718655944,1
2023-11-01 00:00:00-04:00,169.34130885799144,172.53997379429074,168.46983997695696,172.28250122070312,56934900,0.0,0.0,34.695722573607156,-1.5194967207595482,-1.223774158937019,-0.2957225618225292,169.9374771118164,173.1475341796875,174.93987579345702,170.72609473469308,172.24559145545263,181.0437246677845,173.1475341796875,165.25134369159053,0.09120765739467636,0.4452246649641767,0.018738564720501394,0.034181357871240214,0.0056069099489453045,5.6942138671875,0.9605865478515625,56253690.0,53748620.0,1.059281149916035,4.070133817333783,3.197964034598702,0.9367410052978843,0.995004070008374,1
2023-11-02 00:00:00-04:00,173.8174769968696,176.0555497728662,173.75806140886317,175.84759521484375,77334800,0.0,0.0,47.30641477425271,-0.9983886632553549,-1.1786970598006863,0.18030839654533137,170.14642944335938,173.27924499511718,174.86956512451172,171.5140178854855,172.51240654874084,181.2674033936866,173.27924499511718,165.29108659654776,0.09219982922703203,0.6607598454849447,0.020693302969716942,0.04275067221637463,0.0238123349314594,7.2093963623046875,4.0899505615234375,58056880.0,55188965.0,1.4012728812725515,3.7730485521630612,3.199379601766722,0.9094861322126099,1.014822030300276,1
2023-11-03 00:00:00-04:00,172.5498813500308,175.10485722122257,171.66851493448934,174.93649291992188,79829200,0.0,0.0,45.78408304237664,-0.6514159959936308,-1.0732408470392751,0.4218248510456444,170.51977081298827,173.2376510620117,174.874912109375,172.040552506168,172.69196850216164,181.1797682763011,173.2376510620117,165.2955338477223,0.09169042832896016,0.6069514470809889,-0.005181204177451049,0.03443211267392132,0.032437016426668075,5.82293701171875,5.4961395263671875,59615400.0,56317090.0,1.4174951156034519,4.1790802803544125,3.3160940140706834,0.9510047931049517,1.009806423993258,1
2023-11-06 00:00:00-05:00,174.66912431484397,177.6895273209714,174.50077512285628,177.49147033691406,63841300,0.0,0.0,54.06882815627154,-0.16833190722803693,-0.8922590590770275,0.7239271518489906,171.13672637939453,173.24953384399413,174.8871911621094,172.8791552493597,173.04748715658775,181.21762027919462,173.24953384399413,165.28144740879364,0.09198392928866991,0.7661828864067285,0.014605171135800399,0.03023504464645521,0.07394094713878263,5.2089691162109375,12.220306396484375,60401520.0,57389615.0,1.112419032607206,3.188752198115111,3.2665780845912247,0.9378888757256197,1.0244845478010907,1
2023-11-07 00:00:00-05:00,177.4419743130807,180.6703624855209,177.23401974281032,180.05638122558594,70530000,0.0,0.0,61.14007960131601,0.4166793660547512,-0.6304713740506718,1.047150740105423,171.9666000366211,173.41937103271485,174.91947509765626,173.9833438610868,173.56666449503206,181.82622134829325,173.41937103271485,165.01252071713645,0.09695399384181226,0.894738216081492,0.014450896619444098,0.023934282442703125,0.08084658343050122,4.2087860107421875,13.468093872070312,63072860.0,58731215.0,1.200894617964229,3.4363427427105933,3.337313816417183,0.8213271184204797,1.038271446571093,1
2023-11-08 00:00:00-05:00,180.5812266581694,181.6705476858897,179.82858892219454,181.1159820556641,49340300,0.0,0.0,63.494284473379075,0.954799610871703,-0.3134171770661968,1.2682167879378998,173.13416290283203,173.5723731994629,174.89511413574218,175.0806728140987,174.125873203227,182.4336282625037,173.5723731994629,164.7111181364221,0.1021044409280246,0.9256512651161938,0.0058848279792462765,0.035324185552130016,0.0739914401839401,6.179489135742216,12.477783203125028,62291190.0,58820675.0,0.8388258040221401,1.8419587636951462,3.2814330590197875,0.698926142562994,1.0434608844549953,1
2023-11-09 00:00:00-05:00,181.18530832204868,182.3340449245472,180.04645416963675,180.64064025878903,53763500,0.0,0.0,68.73765465760219,1.327603880298085,0.014787034406659516,1.3128168458914256,174.67111053466797,173.65654830932618,174.79133056640626,175.93605242097414,174.60844854067605,182.76180120339063,173.65654830932618,164.55129541526173,0.10486506823624864,0.883519932434587,-0.0026245160227160724,0.01774265499010874,0.06816179985502147,3.1491699218749716,11.527084350585909,60605010.0,58671695.0,0.9163447553373053,2.2875907549104397,3.2453559607931544,0.25974317647369166,1.0402178438847145,1
2023-11-10 00:00:00-05:00,182.4255213215233,185.00369964258533,181.989212824357,184.83511352539065,66133400,0.24,0.0,73.09234162233419,1.9391594644459929,0.39966152041452624,1.5394979440314667,176.49579315185548,174.04254531860352,174.76707946777344,177.30513874473053,175.36597928028453,184.34144769366824,174.04254531860352,163.7436429435388,0.11834925025040842,1.0239669148101478,0.023219986712804674,0.02654019961568377,0.07286063422429057,4.778732299804716,12.552612304687528,61368440.0,59407010.0,1.1132255267518092,4.363059383796298,3.268401191111788,0.9440746875470634,1.0620110915238006,0
